PeriodEnd,PeriodStart,AirTemp,CloudOpacity,Dhi,Dni,Ebh,Ghi,WindSpeed10m
2020-12-31T00:15:00Z,2020-12-31T00:00:00Z,2.7,79.5,0,0,0,0,4.3
2020-12-31T00:30:00Z,2020-12-31T00:15:00Z,2.7,79.9,0,0,0,0,4.2
2020-12-31T00:45:00Z,2020-12-31T00:30:00Z,2.8,81.4,0,0,0,0,4.1
2020-12-31T01:00:00Z,2020-12-31T00:45:00Z,2.8,83.0,0,0,0,0,4.1
2020-12-31T01:15:00Z,2020-12-31T01:00:00Z,2.8,84.2,0,0,0,0,4.0
2020-12-31T01:30:00Z,2020-12-31T01:15:00Z,2.8,83.6,0,0,0,0,3.9
2020-12-31T01:45:00Z,2020-12-31T01:30:00Z,2.8,83.1,0,0,0,0,3.7
2020-12-31T02:00:00Z,2020-12-31T01:45:00Z,2.8,82.9,0,0,0,0,3.6
2020-12-31T02:15:00Z,2020-12-31T02:00:00Z,2.8,82.6,0,0,0,0,3.6
2020-12-31T02:30:00Z,2020-12-31T02:15:00Z,2.8,83.1,0,0,0,0,3.5
2020-12-31T02:45:00Z,2020-12-31T02:30:00Z,2.9,82.9,0,0,0,0,3.5
2020-12-31T03:00:00Z,2020-12-31T02:45:00Z,2.9,81.7,0,0,0,0,3.4
2020-12-31T03:15:00Z,2020-12-31T03:00:00Z,2.9,80.0,0,0,0,0,3.4
2020-12-31T03:30:00Z,2020-12-31T03:15:00Z,2.9,78.3,0,0,0,0,3.3
2020-12-31T03:45:00Z,2020-12-31T03:30:00Z,3.0,75.1,0,0,0,0,3.3
2020-12-31T04:00:00Z,2020-12-31T03:45:00Z,3.0,74.4,0,0,0,0,3.2
2020-12-31T04:15:00Z,2020-12-31T04:00:00Z,3.0,77.2,0,0,0,0,3.1
2020-12-31T04:30:00Z,2020-12-31T04:15:00Z,2.9,81.8,0,0,0,0,3.1
2020-12-31T04:45:00Z,2020-12-31T04:30:00Z,2.8,83.5,0,0,0,0,3.0
2020-12-31T05:00:00Z,2020-12-31T04:45:00Z,2.7,83.1,0,0,0,0,2.9
2020-12-31T05:15:00Z,2020-12-31T05:00:00Z,2.7,83.3,0,0,0,0,2.8
2020-12-31T05:30:00Z,2020-12-31T05:15:00Z,2.7,84.0,0,0,0,0,2.8
2020-12-31T05:45:00Z,2020-12-31T05:30:00Z,2.6,82.5,0,0,0,0,2.7
2020-12-31T06:00:00Z,2020-12-31T05:45:00Z,2.6,78.5,0,0,0,0,2.7
2020-12-31T06:15:00Z,2020-12-31T06:00:00Z,2.6,82.7,0,0,0,0,2.6
2020-12-31T06:30:00Z,2020-12-31T06:15:00Z,2.6,88.8,0,0,0,0,2.6
2020-12-31T06:45:00Z,2020-12-31T06:30:00Z,2.6,83.4,0,0,0,0,2.5
2020-12-31T07:00:00Z,2020-12-31T06:45:00Z,2.6,71.5,0,0,0,0,2.5
2020-12-31T07:15:00Z,2020-12-31T07:00:00Z,2.6,73.6,0,0,0,0,2.4
2020-12-31T07:30:00Z,2020-12-31T07:15:00Z,2.5,77.7,0,0,0,0,2.4
2020-12-31T07:45:00Z,2020-12-31T07:30:00Z,2.5,77.8,0,0,0,0,2.3
2020-12-31T08:00:00Z,2020-12-31T07:45:00Z,2.4,81.6,0,0,0,0,2.3
2020-12-31T08:15:00Z,2020-12-31T08:00:00Z,2.4,77.6,3,0,0,3,2.3
2020-12-31T08:30:00Z,2020-12-31T08:15:00Z,2.4,67.9,10,0,0,10,2.4
2020-12-31T08:45:00Z,2020-12-31T08:30:00Z,2.3,52.3,25,0,0,25,2.5
2020-12-31T09:00:00Z,2020-12-31T08:45:00Z,2.3,45.9,38,0,0,38,2.6
2020-12-31T09:15:00Z,2020-12-31T09:00:00Z,2.4,69.2,29,0,0,29,2.7
2020-12-31T09:30:00Z,2020-12-31T09:15:00Z,2.5,74.9,28,0,0,28,2.7
2020-12-31T09:45:00Z,2020-12-31T09:30:00Z,2.7,76.8,31,0,0,31,2.7
2020-12-31T10:00:00Z,2020-12-31T09:45:00Z,2.8,73.4,40,0,0,40,2.7
2020-12-31T10:15:00Z,2020-12-31T10:00:00Z,3.0,70.5,50,0,0,50,2.6
2020-12-31T10:30:00Z,2020-12-31T10:15:00Z,3.1,68.2,58,0,0,58,2.4
2020-12-31T10:45:00Z,2020-12-31T10:30:00Z,3.2,65.5,67,0,0,67,2.2
2020-12-31T11:00:00Z,2020-12-31T10:45:00Z,3.2,63.8,74,0,0,74,2.1
2020-12-31T11:15:00Z,2020-12-31T11:00:00Z,3.4,61.4,82,0,0,82,1.9
2020-12-31T11:30:00Z,2020-12-31T11:15:00Z,3.5,60.2,86,0,0,86,1.7
2020-12-31T11:45:00Z,2020-12-31T11:30:00Z,3.6,62.9,81,0,0,81,1.5
2020-12-31T12:00:00Z,2020-12-31T11:45:00Z,3.6,67.0,72,0,0,72,1.4
2020-12-31T12:15:00Z,2020-12-31T12:00:00Z,3.7,72.3,59,0,0,59,1.3
2020-12-31T12:30:00Z,2020-12-31T12:15:00Z,3.7,77.2,47,0,0,47,1.3
2020-12-31T12:45:00Z,2020-12-31T12:30:00Z,3.8,79.7,40,0,0,40,1.3
2020-12-31T13:00:00Z,2020-12-31T12:45:00Z,3.8,73.2,50,0,0,50,1.4
2020-12-31T13:15:00Z,2020-12-31T13:00:00Z,3.8,60.5,68,0,0,68,1.4
2020-12-31T13:30:00Z,2020-12-31T13:15:00Z,3.8,52.7,74,0,0,74,1.4
2020-12-31T13:45:00Z,2020-12-31T13:30:00Z,3.7,37.4,87,0,0,87,1.4
2020-12-31T14:00:00Z,2020-12-31T13:45:00Z,3.7,37.0,75,0,0,75,1.4
2020-12-31T14:15:00Z,2020-12-31T14:00:00Z,3.6,33.4,66,0,0,66,1.4
2020-12-31T14:30:00Z,2020-12-31T14:15:00Z,3.6,29.8,52,19,2,54,1.4
2020-12-31T14:45:00Z,2020-12-31T14:30:00Z,3.5,15.1,39,95,9,48,1.4
2020-12-31T15:00:00Z,2020-12-31T14:45:00Z,3.4,28.5,25,0,0,25,1.4
2020-12-31T15:15:00Z,2020-12-31T15:00:00Z,3.2,33.0,12,0,0,12,1.4
2020-12-31T15:30:00Z,2020-12-31T15:15:00Z,3.0,59.5,1,0,0,1,1.5
2020-12-31T15:45:00Z,2020-12-31T15:30:00Z,2.9,69.9,0,0,0,0,1.5
2020-12-31T16:00:00Z,2020-12-31T15:45:00Z,2.7,70.4,0,0,0,0,1.6
2020-12-31T16:15:00Z,2020-12-31T16:00:00Z,2.5,64.9,0,0,0,0,1.6
2020-12-31T16:30:00Z,2020-12-31T16:15:00Z,2.3,56.2,0,0,0,0,1.6
2020-12-31T16:45:00Z,2020-12-31T16:30:00Z,2.1,49.5,0,0,0,0,1.6
2020-12-31T17:00:00Z,2020-12-31T16:45:00Z,1.9,35.2,0,0,0,0,1.6
2020-12-31T17:15:00Z,2020-12-31T17:00:00Z,1.8,35.2,0,0,0,0,1.6
2020-12-31T17:30:00Z,2020-12-31T17:15:00Z,1.8,29.4,0,0,0,0,1.7
2020-12-31T17:45:00Z,2020-12-31T17:30:00Z,1.8,14.5,0,0,0,0,1.7
2020-12-31T18:00:00Z,2020-12-31T17:45:00Z,1.8,25.3,0,0,0,0,1.8
2020-12-31T18:15:00Z,2020-12-31T18:00:00Z,1.8,17.4,0,0,0,0,1.8
2020-12-31T18:30:00Z,2020-12-31T18:15:00Z,1.6,37.1,0,0,0,0,1.7
2020-12-31T18:45:00Z,2020-12-31T18:30:00Z,1.6,32.1,0,0,0,0,1.7
2020-12-31T19:00:00Z,2020-12-31T18:45:00Z,1.5,19.6,0,0,0,0,1.7
2020-12-31T19:15:00Z,2020-12-31T19:00:00Z,1.4,27.3,0,0,0,0,1.7
2020-12-31T19:30:00Z,2020-12-31T19:15:00Z,1.3,8.5,0,0,0,0,1.7
2020-12-31T19:45:00Z,2020-12-31T19:30:00Z,1.3,8.2,0,0,0,0,1.7
2020-12-31T20:00:00Z,2020-12-31T19:45:00Z,1.2,8.2,0,0,0,0,1.7
2020-12-31T20:15:00Z,2020-12-31T20:00:00Z,1.2,13.4,0,0,0,0,1.7
2020-12-31T20:30:00Z,2020-12-31T20:15:00Z,1.2,25.0,0,0,0,0,1.7
2020-12-31T20:45:00Z,2020-12-31T20:30:00Z,1.2,19.8,0,0,0,0,1.6
2020-12-31T21:00:00Z,2020-12-31T20:45:00Z,1.2,7.2,0,0,0,0,1.6
2020-12-31T21:15:00Z,2020-12-31T21:00:00Z,1.0,19.1,0,0,0,0,1.6
2020-12-31T21:30:00Z,2020-12-31T21:15:00Z,0.8,34.3,0,0,0,0,1.7
2020-12-31T21:45:00Z,2020-12-31T21:30:00Z,0.4,30.5,0,0,0,0,1.7
2020-12-31T22:00:00Z,2020-12-31T21:45:00Z,0.2,20.8,0,0,0,0,1.8
2020-12-31T22:15:00Z,2020-12-31T22:00:00Z,0.1,5.2,0,0,0,0,1.8
2020-12-31T22:30:00Z,2020-12-31T22:15:00Z,0.2,5.0,0,0,0,0,1.8
2020-12-31T22:45:00Z,2020-12-31T22:30:00Z,0.2,5.0,0,0,0,0,1.8
2020-12-31T23:00:00Z,2020-12-31T22:45:00Z,0.4,12.7,0,0,0,0,1.8
2020-12-31T23:15:00Z,2020-12-31T23:00:00Z,0.4,29.6,0,0,0,0,1.8
2020-12-31T23:30:00Z,2020-12-31T23:15:00Z,0.6,31.7,0,0,0,0,1.9
2020-12-31T23:45:00Z,2020-12-31T23:30:00Z,0.6,24.2,0,0,0,0,1.9
2021-01-01T00:00:00Z,2020-12-31T23:45:00Z,0.8,6.4,0,0,0,0,1.9
2021-01-01T00:15:00Z,2021-01-01T00:00:00Z,0.8,4.5,0,0,0,0,1.9
2021-01-01T00:30:00Z,2021-01-01T00:15:00Z,0.7,1.1,0,0,0,0,2.0
2021-01-01T00:45:00Z,2021-01-01T00:30:00Z,0.7,0.0,0,0,0,0,2.0
2021-01-01T01:00:00Z,2021-01-01T00:45:00Z,0.6,17.3,0,0,0,0,2.0
2021-01-01T01:15:00Z,2021-01-01T01:00:00Z,0.6,34.9,0,0,0,0,2.1
2021-01-01T01:30:00Z,2021-01-01T01:15:00Z,0.6,4.9,0,0,0,0,2.1
2021-01-01T01:45:00Z,2021-01-01T01:30:00Z,0.7,6.5,0,0,0,0,2.1
2021-01-01T02:00:00Z,2021-01-01T01:45:00Z,0.7,5.6,0,0,0,0,2.2
2021-01-01T02:15:00Z,2021-01-01T02:00:00Z,0.7,11.2,0,0,0,0,2.2
2021-01-01T02:30:00Z,2021-01-01T02:15:00Z,0.7,27.8,0,0,0,0,2.3
2021-01-01T02:45:00Z,2021-01-01T02:30:00Z,0.6,21.8,0,0,0,0,2.4
2021-01-01T03:00:00Z,2021-01-01T02:45:00Z,0.6,5.2,0,0,0,0,2.5
2021-01-01T03:15:00Z,2021-01-01T03:00:00Z,0.6,5.0,0,0,0,0,2.6
2021-01-01T03:30:00Z,2021-01-01T03:15:00Z,0.5,11.8,0,0,0,0,2.7
2021-01-01T03:45:00Z,2021-01-01T03:30:00Z,0.4,19.5,0,0,0,0,2.7
2021-01-01T04:00:00Z,2021-01-01T03:45:00Z,0.3,6.7,0,0,0,0,2.8
2021-01-01T04:15:00Z,2021-01-01T04:00:00Z,0.3,15.4,0,0,0,0,2.8
2021-01-01T04:30:00Z,2021-01-01T04:15:00Z,0.4,31.2,0,0,0,0,2.8
2021-01-01T04:45:00Z,2021-01-01T04:30:00Z,0.5,40.0,0,0,0,0,2.8
2021-01-01T05:00:00Z,2021-01-01T04:45:00Z,0.6,41.0,0,0,0,0,2.8
2021-01-01T05:15:00Z,2021-01-01T05:00:00Z,0.7,40.6,0,0,0,0,2.8
2021-01-01T05:30:00Z,2021-01-01T05:15:00Z,0.8,36.4,0,0,0,0,2.9
2021-01-01T05:45:00Z,2021-01-01T05:30:00Z,0.9,23.7,0,0,0,0,2.9
2021-01-01T06:00:00Z,2021-01-01T05:45:00Z,1.0,16.7,0,0,0,0,2.9
2021-01-01T06:15:00Z,2021-01-01T06:00:00Z,1.1,30.0,0,0,0,0,2.9
2021-01-01T06:30:00Z,2021-01-01T06:15:00Z,1.1,35.7,0,0,0,0,2.9
2021-01-01T06:45:00Z,2021-01-01T06:30:00Z,1.1,33.7,0,0,0,0,3.0
2021-01-01T07:00:00Z,2021-01-01T06:45:00Z,1.1,29.1,0,0,0,0,3.0
2021-01-01T07:15:00Z,2021-01-01T07:00:00Z,1.1,22.2,0,0,0,0,3.0
2021-01-01T07:30:00Z,2021-01-01T07:15:00Z,1.1,9.3,0,0,0,0,3.0
2021-01-01T07:45:00Z,2021-01-01T07:30:00Z,1.2,22.1,0,0,0,0,3.1
2021-01-01T08:00:00Z,2021-01-01T07:45:00Z,1.2,38.2,1,0,0,1,3.1
2021-01-01T08:15:00Z,2021-01-01T08:00:00Z,1.2,38.8,9,0,0,9,3.1
2021-01-01T08:30:00Z,2021-01-01T08:15:00Z,1.3,39.3,21,0,0,21,3.1
2021-01-01T08:45:00Z,2021-01-01T08:30:00Z,1.4,28.5,37,28,3,40,3.1
2021-01-01T09:00:00Z,2021-01-01T08:45:00Z,1.5,18.5,49,124,13,62,3.2
2021-01-01T09:15:00Z,2021-01-01T09:00:00Z,1.6,43.4,56,0,0,56,3.2
2021-01-01T09:30:00Z,2021-01-01T09:15:00Z,1.8,40.7,71,0,0,71,3.3
2021-01-01T09:45:00Z,2021-01-01T09:30:00Z,2.1,30.0,88,58,10,98,3.5
2021-01-01T10:00:00Z,2021-01-01T09:45:00Z,2.3,17.4,87,228,44,130,3.6
2021-01-01T10:15:00Z,2021-01-01T10:00:00Z,2.5,30.9,113,34,7,120,3.6
2021-01-01T10:30:00Z,2021-01-01T10:15:00Z,2.8,33.0,123,14,3,126,3.5
2021-01-01T10:45:00Z,2021-01-01T10:30:00Z,3.1,37.4,125,0,0,125,3.5
2021-01-01T11:00:00Z,2021-01-01T10:45:00Z,3.4,42.8,120,0,0,120,3.4
2021-01-01T11:15:00Z,2021-01-01T11:00:00Z,3.6,50.0,108,0,0,108,3.4
2021-01-01T11:30:00Z,2021-01-01T11:15:00Z,3.8,56.4,96,0,0,96,3.3
2021-01-01T11:45:00Z,2021-01-01T11:30:00Z,4.1,56.6,97,0,0,97,3.2
2021-01-01T12:00:00Z,2021-01-01T11:45:00Z,4.3,53.5,103,0,0,103,3.1
2021-01-01T12:15:00Z,2021-01-01T12:00:00Z,4.4,56.0,96,0,0,96,3.1
2021-01-01T12:30:00Z,2021-01-01T12:15:00Z,4.4,55.1,95,0,0,95,3.1
2021-01-01T12:45:00Z,2021-01-01T12:30:00Z,4.5,41.8,119,0,0,119,3.1
2021-01-01T13:00:00Z,2021-01-01T12:45:00Z,4.5,33.1,121,34,8,129,3.1
2021-01-01T13:15:00Z,2021-01-01T13:00:00Z,4.5,42.3,103,0,0,103,3.0
2021-01-01T13:30:00Z,2021-01-01T13:15:00Z,4.6,45.3,89,0,0,89,2.9
2021-01-01T13:45:00Z,2021-01-01T13:30:00Z,4.6,43.1,83,0,0,83,2.8
2021-01-01T14:00:00Z,2021-01-01T13:45:00Z,4.7,40.3,75,0,0,75,2.6
2021-01-01T14:15:00Z,2021-01-01T14:00:00Z,4.6,24.3,66,100,13,79,2.6
2021-01-01T14:30:00Z,2021-01-01T14:15:00Z,4.5,1.5,35,407,46,81,2.5
2021-01-01T14:45:00Z,2021-01-01T14:30:00Z,4.3,2.7,29,317,29,59,2.4
2021-01-01T15:00:00Z,2021-01-01T14:45:00Z,4.2,5.9,23,147,13,36,2.4
2021-01-01T15:15:00Z,2021-01-01T15:00:00Z,4.0,19.3,13,20,2,15,2.4
2021-01-01T15:30:00Z,2021-01-01T15:15:00Z,3.8,51.3,1,0,0,1,2.4
2021-01-01T15:45:00Z,2021-01-01T15:30:00Z,3.6,70.1,0,0,0,0,2.5
2021-01-01T16:00:00Z,2021-01-01T15:45:00Z,3.4,62.3,0,0,0,0,2.6
2021-01-01T16:15:00Z,2021-01-01T16:00:00Z,3.2,32.1,0,0,0,0,2.6
2021-01-01T16:30:00Z,2021-01-01T16:15:00Z,3.1,6.0,0,0,0,0,2.6
2021-01-01T16:45:00Z,2021-01-01T16:30:00Z,2.9,1.1,0,0,0,0,2.7
2021-01-01T17:00:00Z,2021-01-01T16:45:00Z,2.8,0.0,0,0,0,0,2.7
2021-01-01T17:15:00Z,2021-01-01T17:00:00Z,2.7,0.0,0,0,0,0,2.7
2021-01-01T17:30:00Z,2021-01-01T17:15:00Z,2.7,0.0,0,0,0,0,2.7
2021-01-01T17:45:00Z,2021-01-01T17:30:00Z,2.7,0.0,0,0,0,0,2.8
2021-01-01T18:00:00Z,2021-01-01T17:45:00Z,2.7,0.0,0,0,0,0,2.8
2021-01-01T18:15:00Z,2021-01-01T18:00:00Z,2.7,0.0,0,0,0,0,2.8
2021-01-01T18:30:00Z,2021-01-01T18:15:00Z,2.8,3.2,0,0,0,0,2.9
2021-01-01T18:45:00Z,2021-01-01T18:30:00Z,2.9,5.5,0,0,0,0,2.9
2021-01-01T19:00:00Z,2021-01-01T18:45:00Z,3.0,1.1,0,0,0,0,2.9
2021-01-01T19:15:00Z,2021-01-01T19:00:00Z,3.0,3.2,0,0,0,0,2.9
2021-01-01T19:30:00Z,2021-01-01T19:15:00Z,2.9,8.0,0,0,0,0,2.9
2021-01-01T19:45:00Z,2021-01-01T19:30:00Z,2.9,21.8,0,0,0,0,3.0
2021-01-01T20:00:00Z,2021-01-01T19:45:00Z,2.8,49.8,0,0,0,0,3.0
2021-01-01T20:15:00Z,2021-01-01T20:00:00Z,2.8,61.6,0,0,0,0,3.0
2021-01-01T20:30:00Z,2021-01-01T20:15:00Z,2.7,55.1,0,0,0,0,3.0
2021-01-01T20:45:00Z,2021-01-01T20:30:00Z,2.6,51.8,0,0,0,0,2.9
2021-01-01T21:00:00Z,2021-01-01T20:45:00Z,2.4,56.3,0,0,0,0,2.9
2021-01-01T21:15:00Z,2021-01-01T21:00:00Z,2.5,48.7,0,0,0,0,3.0
2021-01-01T21:30:00Z,2021-01-01T21:15:00Z,2.7,23.1,0,0,0,0,3.0
2021-01-01T21:45:00Z,2021-01-01T21:30:00Z,2.9,7.7,0,0,0,0,3.1
2021-01-01T22:00:00Z,2021-01-01T21:45:00Z,3.1,11.3,0,0,0,0,3.2
2021-01-01T22:15:00Z,2021-01-01T22:00:00Z,3.2,10.2,0,0,0,0,3.2
2021-01-01T22:30:00Z,2021-01-01T22:15:00Z,3.1,28.0,0,0,0,0,3.2
2021-01-01T22:45:00Z,2021-01-01T22:30:00Z,3.1,60.1,0,0,0,0,3.1
2021-01-01T23:00:00Z,2021-01-01T22:45:00Z,3.0,70.0,0,0,0,0,3.1
2021-01-01T23:15:00Z,2021-01-01T23:00:00Z,3.0,63.6,0,0,0,0,3.0
2021-01-01T23:30:00Z,2021-01-01T23:15:00Z,3.0,55.7,0,0,0,0,3.0
2021-01-01T23:45:00Z,2021-01-01T23:30:00Z,3.0,61.4,0,0,0,0,3.0
2021-01-02T00:00:00Z,2021-01-01T23:45:00Z,3.0,64.4,0,0,0,0,2.9
2021-01-02T00:15:00Z,2021-01-02T00:00:00Z,3.0,57.2,0,0,0,0,2.9
2021-01-02T00:30:00Z,2021-01-02T00:15:00Z,2.9,55.3,0,0,0,0,2.9
2021-01-02T00:45:00Z,2021-01-02T00:30:00Z,2.9,39.3,0,0,0,0,2.9
2021-01-02T01:00:00Z,2021-01-02T00:45:00Z,2.8,7.6,0,0,0,0,2.8
2021-01-02T01:15:00Z,2021-01-02T01:00:00Z,2.7,9.3,0,0,0,0,2.8
2021-01-02T01:30:00Z,2021-01-02T01:15:00Z,2.6,21.2,0,0,0,0,2.8
2021-01-02T01:45:00Z,2021-01-02T01:30:00Z,2.5,38.4,0,0,0,0,2.8
2021-01-02T02:00:00Z,2021-01-02T01:45:00Z,2.4,5.0,0,0,0,0,2.8
2021-01-02T02:15:00Z,2021-01-02T02:00:00Z,2.3,7.5,0,0,0,0,2.8
2021-01-02T02:30:00Z,2021-01-02T02:15:00Z,2.2,24.2,0,0,0,0,2.9
2021-01-02T02:45:00Z,2021-01-02T02:30:00Z,2.2,38.4,0,0,0,0,2.9
2021-01-02T03:00:00Z,2021-01-02T02:45:00Z,2.1,5.0,0,0,0,0,2.9
2021-01-02T03:15:00Z,2021-01-02T03:00:00Z,2.2,8.0,0,0,0,0,2.9
2021-01-02T03:30:00Z,2021-01-02T03:15:00Z,2.2,23.9,0,0,0,0,2.9
2021-01-02T03:45:00Z,2021-01-02T03:30:00Z,2.4,35.9,0,0,0,0,2.9
2021-01-02T04:00:00Z,2021-01-02T03:45:00Z,2.4,4.4,0,0,0,0,2.9
2021-01-02T04:15:00Z,2021-01-02T04:00:00Z,2.5,11.7,0,0,0,0,2.8
2021-01-02T04:30:00Z,2021-01-02T04:15:00Z,2.6,19.1,0,0,0,0,2.8
2021-01-02T04:45:00Z,2021-01-02T04:30:00Z,2.6,10.9,0,0,0,0,2.8
2021-01-02T05:00:00Z,2021-01-02T04:45:00Z,2.7,20.0,0,0,0,0,2.8
2021-01-02T05:15:00Z,2021-01-02T05:00:00Z,2.7,19.4,0,0,0,0,2.8
2021-01-02T05:30:00Z,2021-01-02T05:15:00Z,2.7,44.7,0,0,0,0,2.8
2021-01-02T05:45:00Z,2021-01-02T05:30:00Z,2.6,46.7,0,0,0,0,2.8
2021-01-02T06:00:00Z,2021-01-02T05:45:00Z,2.6,56.6,0,0,0,0,2.8
2021-01-02T06:15:00Z,2021-01-02T06:00:00Z,2.6,69.4,0,0,0,0,2.8
2021-01-02T06:30:00Z,2021-01-02T06:15:00Z,2.6,66.3,0,0,0,0,2.8
2021-01-02T06:45:00Z,2021-01-02T06:30:00Z,2.7,73.8,0,0,0,0,2.8
2021-01-02T07:00:00Z,2021-01-02T06:45:00Z,2.7,72.1,0,0,0,0,2.8
2021-01-02T07:15:00Z,2021-01-02T07:00:00Z,2.7,71.4,0,0,0,0,2.8
2021-01-02T07:30:00Z,2021-01-02T07:15:00Z,2.6,61.8,0,0,0,0,2.8
2021-01-02T07:45:00Z,2021-01-02T07:30:00Z,2.5,59.0,0,0,0,0,2.8
2021-01-02T08:00:00Z,2021-01-02T07:45:00Z,2.4,39.4,1,0,0,1,2.9
2021-01-02T08:15:00Z,2021-01-02T08:00:00Z,2.4,6.6,12,21,2,14,2.9
2021-01-02T08:30:00Z,2021-01-02T08:15:00Z,2.4,19.7,25,18,2,27,2.9
2021-01-02T08:45:00Z,2021-01-02T08:30:00Z,2.5,49.7,28,0,0,28,2.9
2021-01-02T09:00:00Z,2021-01-02T08:45:00Z,2.5,66.8,26,0,0,26,3.0
2021-01-02T09:15:00Z,2021-01-02T09:00:00Z,2.6,76.5,23,0,0,23,3.1
2021-01-02T09:30:00Z,2021-01-02T09:15:00Z,2.7,83.9,19,0,0,19,3.2
2021-01-02T09:45:00Z,2021-01-02T09:30:00Z,2.8,84.8,22,0,0,22,3.3
2021-01-02T10:00:00Z,2021-01-02T09:45:00Z,2.8,74.9,40,0,0,40,3.4
2021-01-02T10:15:00Z,2021-01-02T10:00:00Z,3.0,68.3,56,0,0,56,3.5
2021-01-02T10:30:00Z,2021-01-02T10:15:00Z,3.1,63.5,70,0,0,70,3.5
2021-01-02T10:45:00Z,2021-01-02T10:30:00Z,3.2,61.6,78,0,0,78,3.5
2021-01-02T11:00:00Z,2021-01-02T10:45:00Z,3.3,57.3,91,0,0,91,3.5
2021-01-02T11:15:00Z,2021-01-02T11:00:00Z,3.5,53.8,101,0,0,101,3.5
2021-01-02T11:30:00Z,2021-01-02T11:15:00Z,3.6,59.7,90,0,0,90,3.5
2021-01-02T11:45:00Z,2021-01-02T11:30:00Z,3.6,62.8,84,0,0,84,3.4
2021-01-02T12:00:00Z,2021-01-02T11:45:00Z,3.8,62.1,85,0,0,85,3.4
2021-01-02T12:15:00Z,2021-01-02T12:00:00Z,3.8,54.7,100,0,0,100,3.3
2021-01-02T12:30:00Z,2021-01-02T12:15:00Z,3.9,63.4,79,0,0,79,3.1
2021-01-02T12:45:00Z,2021-01-02T12:30:00Z,3.9,64.8,72,0,0,72,3.0
2021-01-02T13:00:00Z,2021-01-02T12:45:00Z,4.0,59.6,78,0,0,78,2.8
2021-01-02T13:15:00Z,2021-01-02T13:00:00Z,4.0,54.2,83,0,0,83,2.7
2021-01-02T13:30:00Z,2021-01-02T13:15:00Z,4.1,56.6,71,0,0,71,2.5
2021-01-02T13:45:00Z,2021-01-02T13:30:00Z,4.1,64.5,52,0,0,52,2.3
2021-01-02T14:00:00Z,2021-01-02T13:45:00Z,4.2,63.9,46,0,0,46,2.2
2021-01-02T14:15:00Z,2021-01-02T14:00:00Z,4.2,64.8,37,0,0,37,2.0
2021-01-02T14:30:00Z,2021-01-02T14:15:00Z,4.1,57.4,35,0,0,35,1.8
2021-01-02T14:45:00Z,2021-01-02T14:30:00Z,4.1,38.8,37,0,0,37,1.7
2021-01-02T15:00:00Z,2021-01-02T14:45:00Z,4.0,30.7,26,0,0,26,1.5
2021-01-02T15:15:00Z,2021-01-02T15:00:00Z,4.0,30.8,13,0,0,13,1.3
2021-01-02T15:30:00Z,2021-01-02T15:15:00Z,3.9,46.0,1,0,0,1,1.2
2021-01-02T15:45:00Z,2021-01-02T15:30:00Z,3.8,36.6,0,0,0,0,1.1
2021-01-02T16:00:00Z,2021-01-02T15:45:00Z,3.7,53.9,0,0,0,0,1.0
2021-01-02T16:15:00Z,2021-01-02T16:00:00Z,3.7,55.9,0,0,0,0,0.9
2021-01-02T16:30:00Z,2021-01-02T16:15:00Z,3.8,63.6,0,0,0,0,1.0
2021-01-02T16:45:00Z,2021-01-02T16:30:00Z,3.8,68.9,0,0,0,0,1.0
2021-01-02T17:00:00Z,2021-01-02T16:45:00Z,3.9,61.5,0,0,0,0,1.1
2021-01-02T17:15:00Z,2021-01-02T17:00:00Z,3.9,60.6,0,0,0,0,1.1
2021-01-02T17:30:00Z,2021-01-02T17:15:00Z,3.9,59.3,0,0,0,0,1.2
2021-01-02T17:45:00Z,2021-01-02T17:30:00Z,4.0,44.4,0,0,0,0,1.3
2021-01-02T18:00:00Z,2021-01-02T17:45:00Z,4.0,13.5,0,0,0,0,1.4
2021-01-02T18:15:00Z,2021-01-02T18:00:00Z,4.0,9.8,0,0,0,0,1.4
2021-01-02T18:30:00Z,2021-01-02T18:15:00Z,4.0,9.7,0,0,0,0,1.3
2021-01-02T18:45:00Z,2021-01-02T18:30:00Z,4.0,23.0,0,0,0,0,1.2
2021-01-02T19:00:00Z,2021-01-02T18:45:00Z,4.0,46.2,0,0,0,0,1.1
2021-01-02T19:15:00Z,2021-01-02T19:00:00Z,4.0,30.0,0,0,0,0,1.1
2021-01-02T19:30:00Z,2021-01-02T19:15:00Z,4.0,8.9,0,0,0,0,1.0
2021-01-02T19:45:00Z,2021-01-02T19:30:00Z,3.9,10.3,0,0,0,0,0.9
2021-01-02T20:00:00Z,2021-01-02T19:45:00Z,3.9,16.4,0,0,0,0,0.8
2021-01-02T20:15:00Z,2021-01-02T20:00:00Z,3.9,42.5,0,0,0,0,0.7
2021-01-02T20:30:00Z,2021-01-02T20:15:00Z,3.8,52.6,0,0,0,0,0.5
2021-01-02T20:45:00Z,2021-01-02T20:30:00Z,3.8,63.8,0,0,0,0,0.4
2021-01-02T21:00:00Z,2021-01-02T20:45:00Z,3.7,73.7,0,0,0,0,0.3
2021-01-02T21:15:00Z,2021-01-02T21:00:00Z,3.7,70.8,0,0,0,0,0.2
2021-01-02T21:30:00Z,2021-01-02T21:15:00Z,3.7,45.3,0,0,0,0,0.3
